================================================================================
MONITEUR MÉMOIRE REFORGER WORKBENCH - 2026-06-09 13:02:04
================================================================================
Intervalle: 1.0s
GPU détecté: AMD Radeon 780M Graphics
================================================================================

[13:02:04] +   0.0s | RAM: 11.24/27.65 GB ( 40.7%) | VRAM: N/A
[13:27:06] +1502.0s | RAM: 13.36/27.65 GB ( 48.3%) | VRAM: N/A
[13:27:07] +1503.0s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:08] +1504.0s | RAM: 13.39/27.65 GB ( 48.4%) | VRAM: N/A
[13:27:09] +1505.0s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:27:11] +1506.1s | RAM: 13.63/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:12] +1507.1s | RAM: 13.65/27.65 GB ( 49.4%) | VRAM: N/A
[13:27:13] +1508.1s | RAM: 13.63/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:14] +1509.1s | RAM: 13.64/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:15] +1510.1s | RAM: 13.63/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:16] +1511.2s | RAM: 13.62/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:17] +1512.2s | RAM: 13.62/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:18] +1513.2s | RAM: 13.62/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:19] +1514.2s | RAM: 13.62/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:20] +1515.2s | RAM: 13.63/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:21] +1516.3s | RAM: 13.62/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:22] +1517.3s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:27:23] +1518.3s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:27:24] +1519.3s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:27:25] +1520.3s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:27:26] +1521.3s | RAM: 13.63/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:27] +1522.4s | RAM: 13.81/27.65 GB ( 49.9%) | VRAM: N/A
[13:27:28] +1523.4s | RAM: 13.64/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:29] +1524.4s | RAM: 13.64/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:30] +1525.4s | RAM: 13.64/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:31] +1526.5s | RAM: 13.64/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:32] +1527.5s | RAM: 13.64/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:33] +1528.5s | RAM: 13.68/27.65 GB ( 49.5%) | VRAM: N/A
[13:27:34] +1529.5s | RAM: 13.65/27.65 GB ( 49.4%) | VRAM: N/A
[13:27:35] +1530.5s | RAM: 13.65/27.65 GB ( 49.4%) | VRAM: N/A
[13:27:36] +1531.6s | RAM: 13.65/27.65 GB ( 49.4%) | VRAM: N/A
[13:27:37] +1532.6s | RAM: 13.64/27.65 GB ( 49.4%) | VRAM: N/A
[13:27:38] +1533.6s | RAM: 13.65/27.65 GB ( 49.4%) | VRAM: N/A
[13:27:39] +1534.6s | RAM: 13.67/27.65 GB ( 49.4%) | VRAM: N/A
[13:27:40] +1535.6s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:27:41] +1536.6s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:42] +1537.6s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:43] +1538.7s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:44] +1539.7s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:45] +1540.7s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:27:46] +1541.7s | RAM: 13.43/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:47] +1542.7s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:48] +1543.8s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:49] +1544.8s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:50] +1545.8s | RAM: 13.44/27.65 GB ( 48.6%) | VRAM: N/A
[13:27:51] +1546.8s | RAM: 13.46/27.65 GB ( 48.7%) | VRAM: N/A
[13:27:52] +1547.8s | RAM: 13.62/27.65 GB ( 49.3%) | VRAM: N/A
[13:27:53] +1548.9s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:27:54] +1549.9s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:27:55] +1550.9s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:27:56] +1551.9s | RAM: 13.45/27.65 GB ( 48.7%) | VRAM: N/A
[13:27:57] +1552.9s | RAM: 13.48/27.65 GB ( 48.8%) | VRAM: N/A
[13:27:58] +1553.9s | RAM: 13.53/27.65 GB ( 48.9%) | VRAM: N/A
[13:27:59] +1555.0s | RAM: 13.59/27.65 GB ( 49.2%) | VRAM: N/A
[13:28:00] +1556.0s | RAM: 13.59/27.65 GB ( 49.2%) | VRAM: N/A
[13:28:01] +1557.0s | RAM: 13.60/27.65 GB ( 49.2%) | VRAM: N/A
[13:28:02] +1558.0s | RAM: 13.61/27.65 GB ( 49.2%) | VRAM: N/A
[13:28:04] +1559.1s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:28:05] +1560.1s | RAM: 13.59/27.65 GB ( 49.2%) | VRAM: N/A
[13:28:06] +1561.1s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:28:07] +1562.1s | RAM: 13.58/27.65 GB ( 49.1%) | VRAM: N/A
[13:28:08] +1563.1s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:28:09] +1564.2s | RAM: 13.57/27.65 GB ( 49.1%) | VRAM: N/A
[13:28:10] +1565.2s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:28:11] +1566.2s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:12] +1567.2s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:13] +1568.3s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:14] +1569.3s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:15] +1570.3s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:16] +1571.3s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:28:17] +1572.3s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:18] +1573.3s | RAM: 13.92/27.65 GB ( 50.3%) | VRAM: N/A
[13:28:19] +1574.3s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:20] +1575.4s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:28:21] +1576.4s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:28:22] +1577.4s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:28:23] +1578.4s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:28:24] +1579.5s | RAM: 13.78/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:25] +1580.5s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:28:26] +1581.5s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:28:27] +1582.5s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:28:28] +1583.6s | RAM: 13.80/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:29] +1584.6s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:28:30] +1585.6s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:28:31] +1586.6s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:28:32] +1587.6s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:28:33] +1588.6s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:28:34] +1589.6s | RAM: 13.95/27.65 GB ( 50.4%) | VRAM: N/A
[13:28:35] +1590.6s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:28:36] +1591.7s | RAM: 13.96/27.65 GB ( 50.5%) | VRAM: N/A
[13:28:37] +1592.7s | RAM: 14.12/27.65 GB ( 51.1%) | VRAM: N/A
[13:28:38] +1593.7s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:28:39] +1594.7s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:28:40] +1595.7s | RAM: 13.91/27.65 GB ( 50.3%) | VRAM: N/A
[13:28:41] +1596.7s | RAM: 13.78/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:42] +1597.8s | RAM: 13.78/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:43] +1598.8s | RAM: 13.82/27.65 GB ( 50.0%) | VRAM: N/A
[13:28:44] +1599.8s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:45] +1600.8s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:46] +1601.9s | RAM: 13.78/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:47] +1602.9s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:48] +1603.9s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:49] +1604.9s | RAM: 13.80/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:50] +1606.0s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:51] +1607.0s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:28:52] +1608.0s | RAM: 13.78/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:53] +1609.0s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:54] +1610.0s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:55] +1611.0s | RAM: 13.81/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:57] +1612.0s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:28:58] +1613.0s | RAM: 13.79/27.65 GB ( 49.9%) | VRAM: N/A
[13:28:59] +1614.1s | RAM: 13.78/27.65 GB ( 49.9%) | VRAM: N/A
[13:29:00] +1615.1s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:29:01] +1616.1s | RAM: 13.80/27.65 GB ( 49.9%) | VRAM: N/A
[13:29:02] +1617.1s | RAM: 13.81/27.65 GB ( 49.9%) | VRAM: N/A
[13:29:03] +1618.1s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:29:04] +1619.1s | RAM: 13.81/27.65 GB ( 50.0%) | VRAM: N/A
[13:29:05] +1620.2s | RAM: 13.87/27.65 GB ( 50.2%) | VRAM: N/A
[13:29:06] +1621.2s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:29:07] +1622.2s | RAM: 13.88/27.65 GB ( 50.2%) | VRAM: N/A
[13:29:08] +1623.2s | RAM: 13.88/27.65 GB ( 50.2%) | VRAM: N/A
[13:29:09] +1624.2s | RAM: 13.90/27.65 GB ( 50.3%) | VRAM: N/A
[13:29:10] +1625.2s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:29:11] +1626.3s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:29:12] +1627.3s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:29:13] +1628.3s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:29:14] +1629.3s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:29:15] +1630.4s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:29:16] +1631.4s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:29:17] +1632.4s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:29:18] +1633.5s | RAM: 13.98/27.65 GB ( 50.6%) | VRAM: N/A
[13:29:19] +1634.5s | RAM: 13.97/27.65 GB ( 50.5%) | VRAM: N/A
[13:29:20] +1635.5s | RAM: 14.30/27.65 GB ( 51.7%) | VRAM: N/A
[13:29:21] +1636.5s | RAM: 16.00/27.65 GB ( 57.9%) | VRAM: N/A
[13:29:22] +1637.6s | RAM: 17.86/27.65 GB ( 64.6%) | VRAM: N/A
[13:29:25] +1640.4s | RAM: 17.88/27.65 GB ( 64.7%) | VRAM: N/A
[13:29:26] +1641.5s | RAM: 18.75/27.65 GB ( 67.8%) | VRAM: N/A
[13:29:27] +1642.6s | RAM: 20.05/27.65 GB ( 72.5%) | VRAM: N/A
[13:29:28] +1643.6s | RAM: 21.12/27.65 GB ( 76.4%) | VRAM: N/A
[13:29:29] +1644.6s | RAM: 22.04/27.65 GB ( 79.7%) | VRAM: N/A
[13:29:30] +1645.6s | RAM: 22.81/27.65 GB ( 82.5%) | VRAM: N/A
[13:29:31] +1646.6s | RAM: 23.53/27.65 GB ( 85.1%) | VRAM: N/A
[13:29:32] +1647.6s | RAM: 24.34/27.65 GB ( 88.0%) | VRAM: N/A
[13:29:33] +1648.7s | RAM: 25.16/27.65 GB ( 91.0%) | VRAM: N/A
[13:29:34] +1649.7s | RAM: 25.84/27.65 GB ( 93.5%) | VRAM: N/A
[13:29:35] +1650.7s | RAM: 22.35/27.65 GB ( 80.8%) | VRAM: N/A
[13:29:36] +1651.7s | RAM: 17.07/27.65 GB ( 61.8%) | VRAM: N/A
[13:29:37] +1652.7s | RAM: 17.08/27.65 GB ( 61.8%) | VRAM: N/A
[13:29:38] +1653.8s | RAM: 17.07/27.65 GB ( 61.7%) | VRAM: N/A
[13:29:39] +1654.8s | RAM: 16.83/27.65 GB ( 60.9%) | VRAM: N/A
[13:29:40] +1655.8s | RAM: 16.67/27.65 GB ( 60.3%) | VRAM: N/A
[13:29:41] +1656.8s | RAM: 16.67/27.65 GB ( 60.3%) | VRAM: N/A
[13:29:42] +1657.8s | RAM: 16.63/27.65 GB ( 60.1%) | VRAM: N/A
[13:29:43] +1658.8s | RAM: 16.65/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:44] +1659.9s | RAM: 16.81/27.65 GB ( 60.8%) | VRAM: N/A
[13:29:45] +1660.9s | RAM: 16.63/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:46] +1662.0s | RAM: 16.63/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:47] +1663.0s | RAM: 16.63/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:49] +1664.1s | RAM: 16.63/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:50] +1665.1s | RAM: 16.63/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:51] +1666.1s | RAM: 16.68/27.65 GB ( 60.3%) | VRAM: N/A
[13:29:52] +1667.1s | RAM: 16.64/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:53] +1668.2s | RAM: 16.64/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:54] +1669.2s | RAM: 16.64/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:55] +1670.2s | RAM: 16.64/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:56] +1671.2s | RAM: 16.64/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:57] +1672.3s | RAM: 16.67/27.65 GB ( 60.3%) | VRAM: N/A
[13:29:58] +1673.3s | RAM: 16.64/27.65 GB ( 60.2%) | VRAM: N/A
[13:29:59] +1674.3s | RAM: 16.65/27.65 GB ( 60.2%) | VRAM: N/A
[13:30:00] +1675.3s | RAM: 16.65/27.65 GB ( 60.2%) | VRAM: N/A
[13:30:01] +1676.4s | RAM: 16.67/27.65 GB ( 60.3%) | VRAM: N/A
[13:30:02] +1677.4s | RAM: 16.77/27.65 GB ( 60.7%) | VRAM: N/A
[13:30:03] +1678.4s | RAM: 16.85/27.65 GB ( 61.0%) | VRAM: N/A
[13:30:04] +1679.4s | RAM: 17.04/27.65 GB ( 61.6%) | VRAM: N/A
[13:30:05] +1680.4s | RAM: 16.88/27.65 GB ( 61.1%) | VRAM: N/A
[13:30:06] +1681.5s | RAM: 16.92/27.65 GB ( 61.2%) | VRAM: N/A
[13:30:07] +1682.5s | RAM: 17.11/27.65 GB ( 61.9%) | VRAM: N/A
[13:30:08] +1683.6s | RAM: 17.66/27.65 GB ( 63.9%) | VRAM: N/A
[13:30:09] +1684.6s | RAM: 17.78/27.65 GB ( 64.3%) | VRAM: N/A
[13:30:10] +1685.6s | RAM: 18.07/27.65 GB ( 65.4%) | VRAM: N/A
[13:30:11] +1686.6s | RAM: 17.77/27.65 GB ( 64.3%) | VRAM: N/A
[13:30:12] +1687.6s | RAM: 17.70/27.65 GB ( 64.0%) | VRAM: N/A
[13:30:13] +1688.6s | RAM: 17.70/27.65 GB ( 64.0%) | VRAM: N/A
[13:30:14] +1689.6s | RAM: 17.65/27.65 GB ( 63.8%) | VRAM: N/A
[13:30:15] +1690.6s | RAM: 17.60/27.65 GB ( 63.7%) | VRAM: N/A
[13:30:16] +1691.7s | RAM: 17.60/27.65 GB ( 63.7%) | VRAM: N/A
[13:30:17] +1692.7s | RAM: 17.61/27.65 GB ( 63.7%) | VRAM: N/A
[13:30:18] +1693.7s | RAM: 17.58/27.65 GB ( 63.6%) | VRAM: N/A
[13:30:19] +1694.8s | RAM: 17.56/27.65 GB ( 63.5%) | VRAM: N/A
[13:30:20] +1695.8s | RAM: 17.53/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:21] +1696.8s | RAM: 17.56/27.65 GB ( 63.5%) | VRAM: N/A
[13:30:22] +1697.8s | RAM: 17.55/27.65 GB ( 63.5%) | VRAM: N/A
[13:30:23] +1698.9s | RAM: 17.52/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:24] +1699.9s | RAM: 17.50/27.65 GB ( 63.3%) | VRAM: N/A
[13:30:25] +1700.9s | RAM: 17.54/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:26] +1701.9s | RAM: 17.53/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:27] +1703.0s | RAM: 17.50/27.65 GB ( 63.3%) | VRAM: N/A
[13:30:29] +1704.0s | RAM: 17.53/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:30] +1705.0s | RAM: 17.68/27.65 GB ( 64.0%) | VRAM: N/A
[13:30:31] +1706.1s | RAM: 17.53/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:32] +1707.1s | RAM: 17.52/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:33] +1708.1s | RAM: 17.51/27.65 GB ( 63.3%) | VRAM: N/A
[13:30:34] +1709.1s | RAM: 17.52/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:35] +1710.1s | RAM: 17.50/27.65 GB ( 63.3%) | VRAM: N/A
[13:30:36] +1711.1s | RAM: 17.52/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:37] +1712.2s | RAM: 17.55/27.65 GB ( 63.5%) | VRAM: N/A
[13:30:38] +1713.2s | RAM: 17.55/27.65 GB ( 63.5%) | VRAM: N/A
[13:30:39] +1714.3s | RAM: 17.54/27.65 GB ( 63.4%) | VRAM: N/A
[13:30:40] +1715.3s | RAM: 17.49/27.65 GB ( 63.3%) | VRAM: N/A
[13:30:41] +1716.3s | RAM: 17.35/27.65 GB ( 62.8%) | VRAM: N/A
[13:30:42] +1717.3s | RAM: 17.36/27.65 GB ( 62.8%) | VRAM: N/A
[13:30:43] +1718.3s | RAM: 17.34/27.65 GB ( 62.7%) | VRAM: N/A
[13:30:44] +1719.3s | RAM: 17.33/27.65 GB ( 62.7%) | VRAM: N/A
[13:30:45] +1720.3s | RAM: 17.32/27.65 GB ( 62.6%) | VRAM: N/A
[13:30:46] +1721.4s | RAM: 17.30/27.65 GB ( 62.6%) | VRAM: N/A
[13:30:47] +1722.4s | RAM: 17.29/27.65 GB ( 62.6%) | VRAM: N/A
[13:30:48] +1723.4s | RAM: 17.29/27.65 GB ( 62.5%) | VRAM: N/A
[13:30:49] +1724.4s | RAM: 17.44/27.65 GB ( 63.1%) | VRAM: N/A
[13:30:50] +1725.4s | RAM: 17.28/27.65 GB ( 62.5%) | VRAM: N/A
[13:30:51] +1726.4s | RAM: 17.27/27.65 GB ( 62.5%) | VRAM: N/A
[13:30:52] +1727.4s | RAM: 17.27/27.65 GB ( 62.5%) | VRAM: N/A
[13:30:53] +1728.4s | RAM: 17.26/27.65 GB ( 62.4%) | VRAM: N/A
[13:30:54] +1729.5s | RAM: 17.25/27.65 GB ( 62.4%) | VRAM: N/A
[13:30:55] +1730.5s | RAM: 17.28/27.65 GB ( 62.5%) | VRAM: N/A
[13:30:56] +1731.5s | RAM: 17.24/27.65 GB ( 62.4%) | VRAM: N/A
[13:30:57] +1732.6s | RAM: 17.23/27.65 GB ( 62.3%) | VRAM: N/A
[13:30:58] +1733.6s | RAM: 17.23/27.65 GB ( 62.3%) | VRAM: N/A
[13:30:59] +1734.6s | RAM: 17.22/27.65 GB ( 62.3%) | VRAM: N/A
[13:31:00] +1735.6s | RAM: 17.22/27.65 GB ( 62.3%) | VRAM: N/A
[13:31:01] +1736.7s | RAM: 17.22/27.65 GB ( 62.3%) | VRAM: N/A
[13:31:02] +1737.7s | RAM: 17.22/27.65 GB ( 62.3%) | VRAM: N/A
[13:31:03] +1738.7s | RAM: 17.21/27.65 GB ( 62.3%) | VRAM: N/A
[13:31:04] +1739.7s | RAM: 17.21/27.65 GB ( 62.2%) | VRAM: N/A
[13:31:05] +1740.8s | RAM: 17.20/27.65 GB ( 62.2%) | VRAM: N/A
[13:31:06] +1741.8s | RAM: 17.20/27.65 GB ( 62.2%) | VRAM: N/A
[13:31:07] +1742.8s | RAM: 17.21/27.65 GB ( 62.3%) | VRAM: N/A
[13:31:08] +1743.8s | RAM: 17.20/27.65 GB ( 62.2%) | VRAM: N/A
[13:31:09] +1744.8s | RAM: 17.16/27.65 GB ( 62.1%) | VRAM: N/A
[13:31:10] +1745.8s | RAM: 17.38/27.65 GB ( 62.9%) | VRAM: N/A
[13:31:11] +1746.9s | RAM: 17.38/27.65 GB ( 62.9%) | VRAM: N/A
[13:31:12] +1747.9s | RAM: 17.36/27.65 GB ( 62.8%) | VRAM: N/A
[13:31:13] +1748.9s | RAM: 17.35/27.65 GB ( 62.7%) | VRAM: N/A
[13:31:14] +1749.9s | RAM: 17.51/27.65 GB ( 63.3%) | VRAM: N/A
[13:31:15] +1750.9s | RAM: 17.35/27.65 GB ( 62.8%) | VRAM: N/A
[13:31:16] +1752.0s | RAM: 17.35/27.65 GB ( 62.8%) | VRAM: N/A
[13:31:17] +1753.0s | RAM: 17.36/27.65 GB ( 62.8%) | VRAM: N/A
[13:31:19] +1754.0s | RAM: 17.36/27.65 GB ( 62.8%) | VRAM: N/A
[13:31:20] +1755.1s | RAM: 17.34/27.65 GB ( 62.7%) | VRAM: N/A
[13:31:21] +1756.1s | RAM: 17.37/27.65 GB ( 62.8%) | VRAM: N/A
[13:31:22] +1757.1s | RAM: 17.34/27.65 GB ( 62.7%) | VRAM: N/A
[13:31:23] +1758.1s | RAM: 17.34/27.65 GB ( 62.7%) | VRAM: N/A
[13:31:24] +1759.1s | RAM: 17.34/27.65 GB ( 62.7%) | VRAM: N/A
[13:31:25] +1760.2s | RAM: 17.34/27.65 GB ( 62.7%) | VRAM: N/A
[13:31:26] +1761.2s | RAM: 17.34/27.65 GB ( 62.7%) | VRAM: N/A
[13:31:27] +1762.2s | RAM: 17.13/27.65 GB ( 62.0%) | VRAM: N/A
[13:31:28] +1763.3s | RAM: 17.02/27.65 GB ( 61.6%) | VRAM: N/A
[13:31:29] +1764.3s | RAM: 16.55/27.65 GB ( 59.9%) | VRAM: N/A
[13:31:30] +1765.3s | RAM: 16.55/27.65 GB ( 59.9%) | VRAM: N/A
[13:31:31] +1766.3s | RAM: 16.55/27.65 GB ( 59.9%) | VRAM: N/A
[13:31:32] +1767.3s | RAM: 16.37/27.65 GB ( 59.2%) | VRAM: N/A
[13:31:33] +1768.4s | RAM: 16.38/27.65 GB ( 59.3%) | VRAM: N/A
[13:31:34] +1769.4s | RAM: 16.37/27.65 GB ( 59.2%) | VRAM: N/A
[13:31:35] +1770.4s | RAM: 16.18/27.65 GB ( 58.5%) | VRAM: N/A
[13:31:36] +1771.4s | RAM: 16.14/27.65 GB ( 58.4%) | VRAM: N/A
[13:31:37] +1772.4s | RAM: 15.42/27.65 GB ( 55.8%) | VRAM: N/A
[13:31:38] +1773.4s | RAM: 14.55/27.65 GB ( 52.6%) | VRAM: N/A
[13:31:39] +1774.5s | RAM: 11.62/27.65 GB ( 42.0%) | VRAM: N/A
[13:31:40] +1775.5s | RAM: 11.69/27.65 GB ( 42.3%) | VRAM: N/A
[13:31:41] +1776.5s | RAM: 11.55/27.65 GB ( 41.8%) | VRAM: N/A
[13:31:42] +1777.5s | RAM: 11.43/27.65 GB ( 41.3%) | VRAM: N/A
[13:31:43] +1778.5s | RAM: 11.43/27.65 GB ( 41.3%) | VRAM: N/A
[13:31:44] +1779.5s | RAM: 11.43/27.65 GB ( 41.3%) | VRAM: N/A
[13:31:45] +1780.6s | RAM: 11.40/27.65 GB ( 41.2%) | VRAM: N/A
[13:31:46] +1781.6s | RAM: 11.59/27.65 GB ( 41.9%) | VRAM: N/A
[13:31:47] +1782.6s | RAM: 11.56/27.65 GB ( 41.8%) | VRAM: N/A
[13:31:48] +1783.6s | RAM: 11.63/27.65 GB ( 42.1%) | VRAM: N/A
[13:31:49] +1784.7s | RAM: 11.59/27.65 GB ( 41.9%) | VRAM: N/A
[13:31:50] +1785.7s | RAM: 11.66/27.65 GB ( 42.2%) | VRAM: N/A
[13:31:51] +1786.7s | RAM: 11.85/27.65 GB ( 42.9%) | VRAM: N/A
[13:31:52] +1787.7s | RAM: 11.86/27.65 GB ( 42.9%) | VRAM: N/A
[13:31:53] +1788.7s | RAM: 11.85/27.65 GB ( 42.9%) | VRAM: N/A
[13:31:54] +1789.7s | RAM: 11.76/27.65 GB ( 42.6%) | VRAM: N/A
[13:31:55] +1790.8s | RAM: 11.91/27.65 GB ( 43.1%) | VRAM: N/A
[13:31:56] +1791.8s | RAM: 12.20/27.65 GB ( 44.1%) | VRAM: N/A
[13:31:57] +1792.9s | RAM: 12.53/27.65 GB ( 45.3%) | VRAM: N/A
[13:31:58] +1793.9s | RAM: 12.47/27.65 GB ( 45.1%) | VRAM: N/A
[13:31:59] +1794.9s | RAM: 12.44/27.65 GB ( 45.0%) | VRAM: N/A
[13:32:00] +1795.9s | RAM: 12.45/27.65 GB ( 45.0%) | VRAM: N/A
[13:32:01] +1797.0s | RAM: 12.45/27.65 GB ( 45.0%) | VRAM: N/A
[13:32:02] +1798.0s | RAM: 12.60/27.65 GB ( 45.6%) | VRAM: N/A
[13:32:03] +1799.0s | RAM: 12.61/27.65 GB ( 45.6%) | VRAM: N/A
[13:32:04] +1800.0s | RAM: 12.62/27.65 GB ( 45.7%) | VRAM: N/A
[13:32:06] +1801.0s | RAM: 12.78/27.65 GB ( 46.2%) | VRAM: N/A
[13:32:07] +1802.1s | RAM: 12.69/27.65 GB ( 45.9%) | VRAM: N/A
[13:32:08] +1803.1s | RAM: 12.82/27.65 GB ( 46.4%) | VRAM: N/A
